dataset_id,item_id,baseline_correct,improved_correct,diff_correct,baseline_invalid,improved_invalid
gsm8k,gsm8k_69,0,0,0,0,0
gsm8k,gsm8k_1157,0,1,1,0,0
gsm8k,gsm8k_1193,0,0,0,0,0
gsm8k,gsm8k_1293,0,0,0,0,0
gsm8k,gsm8k_749,0,0,0,0,0
gsm8k,gsm8k_1054,0,0,0,0,0
gsm8k,gsm8k_269,0,0,0,0,0
gsm8k,gsm8k_812,0,0,0,0,0
gsm8k,gsm8k_1143,0,0,0,0,0
gsm8k,gsm8k_192,0,0,0,0,0
gsm8k,gsm8k_623,0,0,0,0,0
gsm8k,gsm8k_678,0,0,0,0,0
gsm8k,gsm8k_382,0,0,0,0,0
gsm8k,gsm8k_207,0,0,0,0,0
gsm8k,gsm8k_848,1,0,-1,0,0
gsm8k,gsm8k_428,0,0,0,0,0
gsm8k,gsm8k_622,0,0,0,0,0
gsm8k,gsm8k_1213,0,0,0,0,0
gsm8k,gsm8k_847,0,0,0,0,0
gsm8k,gsm8k_44,0,0,0,0,0
gsm8k,gsm8k_658,0,0,0,0,0
gsm8k,gsm8k_591,0,1,1,0,0
gsm8k,gsm8k_342,0,0,0,0,0
gsm8k,gsm8k_1024,0,0,0,0,0
gsm8k,gsm8k_1251,0,0,0,0,0
gsm8k,gsm8k_439,0,0,0,0,0
gsm8k,gsm8k_491,1,1,0,0,0
gsm8k,gsm8k_856,0,0,0,0,0
gsm8k,gsm8k_547,0,1,1,0,0
gsm8k,gsm8k_1224,0,0,0,0,0
gsm8k,gsm8k_346,0,0,0,0,0
gsm8k,gsm8k_655,0,0,0,0,0
gsm8k,gsm8k_1188,0,0,0,0,0
gsm8k,gsm8k_272,0,0,0,0,0
gsm8k,gsm8k_231,0,0,0,0,0
gsm8k,gsm8k_578,0,0,0,0,0
gsm8k,gsm8k_113,0,0,0,0,0
gsm8k,gsm8k_1245,0,0,0,0,0
gsm8k,gsm8k_999,0,0,0,0,0
gsm8k,gsm8k_844,0,0,0,0,0
gsm8k,gsm8k_1150,1,1,0,0,0
gsm8k,gsm8k_1194,1,1,0,0,0
gsm8k,gsm8k_73,0,0,0,0,0
gsm8k,gsm8k_628,0,0,0,0,0
gsm8k,gsm8k_773,0,1,1,0,0
gsm8k,gsm8k_910,0,0,0,0,0
gsm8k,gsm8k_1108,0,0,0,0,0
gsm8k,gsm8k_1135,0,0,0,0,0
gsm8k,gsm8k_967,0,0,0,0,0
gsm8k,gsm8k_160,0,0,0,0,0
gsm8k,gsm8k_585,0,0,0,0,0
gsm8k,gsm8k_1210,0,0,0,0,0
gsm8k,gsm8k_745,0,0,0,0,0
gsm8k,gsm8k_1281,0,0,0,0,0
gsm8k,gsm8k_328,0,0,0,0,0
gsm8k,gsm8k_796,0,0,0,0,0
gsm8k,gsm8k_524,0,0,0,0,0
gsm8k,gsm8k_874,0,0,0,0,0
gsm8k,gsm8k_1172,0,0,0,0,0
gsm8k,gsm8k_738,0,0,0,0,0
gsm8k,gsm8k_1072,0,0,0,0,0
gsm8k,gsm8k_615,0,0,0,0,0
gsm8k,gsm8k_845,0,0,0,0,0
gsm8k,gsm8k_1259,0,0,0,0,0
gsm8k,gsm8k_875,0,0,0,0,0
gsm8k,gsm8k_661,0,0,0,0,0
gsm8k,gsm8k_1102,0,0,0,0,0
gsm8k,gsm8k_640,0,0,0,0,0
gsm8k,gsm8k_134,0,0,0,0,0
gsm8k,gsm8k_188,0,0,0,0,0
gsm8k,gsm8k_112,1,1,0,0,0
gsm8k,gsm8k_751,0,0,0,0,0
gsm8k,gsm8k_612,0,0,0,0,0
gsm8k,gsm8k_1301,0,0,0,0,0
gsm8k,gsm8k_1071,0,0,0,0,0
gsm8k,gsm8k_32,0,0,0,0,0
gsm8k,gsm8k_943,0,0,0,0,0
gsm8k,gsm8k_126,0,0,0,0,0
gsm8k,gsm8k_651,0,0,0,0,0
gsm8k,gsm8k_1014,0,0,0,0,0
gsm8k,gsm8k_1163,1,1,0,0,0
gsm8k,gsm8k_846,0,0,0,0,0
gsm8k,gsm8k_97,0,0,0,0,0
gsm8k,gsm8k_510,0,0,0,0,0
gsm8k,gsm8k_121,0,0,0,0,0
gsm8k,gsm8k_190,0,0,0,0,0
gsm8k,gsm8k_990,0,0,0,0,0
gsm8k,gsm8k_11,0,0,0,0,0
gsm8k,gsm8k_914,0,0,0,0,0
gsm8k,gsm8k_1107,0,0,0,0,0
gsm8k,gsm8k_298,0,0,0,0,0
gsm8k,gsm8k_886,0,0,0,0,0
gsm8k,gsm8k_1246,0,0,0,0,0
gsm8k,gsm8k_540,0,0,0,0,0
gsm8k,gsm8k_982,0,0,0,0,0
gsm8k,gsm8k_581,0,0,0,0,0
gsm8k,gsm8k_783,0,0,0,0,0
gsm8k,gsm8k_673,0,0,0,0,0
gsm8k,gsm8k_1238,0,0,0,0,0
gsm8k,gsm8k_261,0,0,0,0,0
gsm8k,gsm8k_531,0,0,0,0,0
gsm8k,gsm8k_1167,0,0,0,0,0
gsm8k,gsm8k_983,0,0,0,0,0
gsm8k,gsm8k_1110,0,0,0,0,0
gsm8k,gsm8k_580,0,0,0,0,0
gsm8k,gsm8k_901,1,0,-1,0,0
gsm8k,gsm8k_942,0,0,0,0,0
gsm8k,gsm8k_681,0,0,0,0,0
gsm8k,gsm8k_526,0,0,0,0,0
gsm8k,gsm8k_125,0,0,0,0,0
gsm8k,gsm8k_423,0,0,0,0,0
gsm8k,gsm8k_1026,0,0,0,0,0
gsm8k,gsm8k_888,1,1,0,0,0
gsm8k,gsm8k_214,1,1,0,0,0
gsm8k,gsm8k_1215,0,0,0,0,0
gsm8k,gsm8k_978,0,0,0,0,0
gsm8k,gsm8k_498,0,0,0,0,0
gsm8k,gsm8k_1070,0,0,0,0,0
gsm8k,gsm8k_525,0,0,0,0,0
gsm8k,gsm8k_68,0,0,0,0,0
gsm8k,gsm8k_1148,0,0,0,0,0
gsm8k,gsm8k_818,0,0,0,0,0
gsm8k,gsm8k_828,0,0,0,0,0
gsm8k,gsm8k_402,0,0,0,0,0
gsm8k,gsm8k_771,0,0,0,0,0
gsm8k,gsm8k_202,0,0,0,0,0
gsm8k,gsm8k_1288,0,0,0,0,0
gsm8k,gsm8k_1075,0,0,0,0,0
gsm8k,gsm8k_522,0,0,0,0,0
gsm8k,gsm8k_894,0,0,0,0,0
gsm8k,gsm8k_34,0,0,0,0,0
gsm8k,gsm8k_1129,0,0,0,0,0
gsm8k,gsm8k_1147,0,0,0,0,0
gsm8k,gsm8k_1056,0,0,0,0,0
gsm8k,gsm8k_153,0,0,0,0,0
gsm8k,gsm8k_235,1,0,-1,0,0
gsm8k,gsm8k_48,0,1,1,0,0
gsm8k,gsm8k_492,0,0,0,0,0
gsm8k,gsm8k_871,0,1,1,0,0
gsm8k,gsm8k_869,0,0,0,0,0
gsm8k,gsm8k_1004,0,0,0,0,0
gsm8k,gsm8k_241,0,0,0,0,0
gsm8k,gsm8k_489,0,0,0,1,1
gsm8k,gsm8k_212,0,0,0,0,0
gsm8k,gsm8k_536,0,1,1,0,0
gsm8k,gsm8k_887,0,0,0,0,0
gsm8k,gsm8k_587,0,0,0,0,0
gsm8k,gsm8k_1091,0,0,0,0,0
gsm8k,gsm8k_78,0,0,0,0,0
gsm8k,gsm8k_427,0,0,0,0,0
gsm8k,gsm8k_455,0,0,0,0,0
gsm8k,gsm8k_367,0,0,0,0,0
gsm8k,gsm8k_1179,0,0,0,0,0
gsm8k,gsm8k_750,0,0,0,0,0
gsm8k,gsm8k_974,0,0,0,0,0
gsm8k,gsm8k_473,0,0,0,0,0
gsm8k,gsm8k_981,0,0,0,0,0
gsm8k,gsm8k_1049,0,0,0,0,0
gsm8k,gsm8k_395,0,0,0,0,0
gsm8k,gsm8k_1128,0,0,0,0,0
gsm8k,gsm8k_62,0,0,0,0,0
gsm8k,gsm8k_583,1,1,0,0,0
gsm8k,gsm8k_576,0,0,0,0,0
gsm8k,gsm8k_807,0,0,0,0,0
gsm8k,gsm8k_67,0,0,0,0,0
gsm8k,gsm8k_898,0,0,0,0,0
gsm8k,gsm8k_631,0,0,0,0,0
gsm8k,gsm8k_1198,0,0,0,0,0
gsm8k,gsm8k_1007,0,0,0,0,0
gsm8k,gsm8k_726,0,0,0,0,0
gsm8k,gsm8k_721,0,0,0,0,0
gsm8k,gsm8k_185,0,0,0,0,0
gsm8k,gsm8k_325,0,0,0,0,0
gsm8k,gsm8k_1204,0,0,0,0,0
gsm8k,gsm8k_512,0,0,0,0,0
gsm8k,gsm8k_1240,0,0,0,0,0
gsm8k,gsm8k_804,0,0,0,0,0
gsm8k,gsm8k_277,0,0,0,0,0
gsm8k,gsm8k_784,0,0,0,0,0
gsm8k,gsm8k_263,0,0,0,0,0
gsm8k,gsm8k_571,0,0,0,0,0
gsm8k,gsm8k_59,0,0,0,0,0
gsm8k,gsm8k_852,0,0,0,0,0
gsm8k,gsm8k_1303,0,0,0,0,0
gsm8k,gsm8k_763,0,0,0,0,0
gsm8k,gsm8k_829,0,0,0,0,0
gsm8k,gsm8k_515,0,0,0,0,0
gsm8k,gsm8k_18,0,0,0,0,0
gsm8k,gsm8k_1097,0,0,0,0,0
gsm8k,gsm8k_1313,0,0,0,0,0
gsm8k,gsm8k_354,0,0,0,0,0
gsm8k,gsm8k_1060,0,0,0,0,0
gsm8k,gsm8k_210,0,0,0,0,0
gsm8k,gsm8k_168,0,0,0,0,0
gsm8k,gsm8k_1185,0,0,0,0,0
gsm8k,gsm8k_613,0,0,0,0,0
gsm8k,gsm8k_1048,0,0,0,0,0
gsm8k,gsm8k_170,0,0,0,0,0
gsm8k,gsm8k_485,0,0,0,0,0
gsm8k,gsm8k_790,0,0,0,0,0
gsm8k,gsm8k_462,0,0,0,0,0
gsm8k,gsm8k_1002,0,0,0,0,0
gsm8k,gsm8k_780,0,0,0,0,0
gsm8k,gsm8k_667,0,0,0,0,0
gsm8k,gsm8k_299,0,0,0,0,0
gsm8k,gsm8k_92,0,0,0,0,0
gsm8k,gsm8k_1262,0,0,0,0,0
gsm8k,gsm8k_714,0,0,0,0,0
gsm8k,gsm8k_702,0,0,0,0,0
gsm8k,gsm8k_823,0,0,0,0,0
gsm8k,gsm8k_89,0,0,0,0,0
gsm8k,gsm8k_1016,0,0,0,0,0
gsm8k,gsm8k_575,0,0,0,0,0
gsm8k,gsm8k_988,0,0,0,0,0
gsm8k,gsm8k_917,0,0,0,0,0
gsm8k,gsm8k_300,0,0,0,0,0
gsm8k,gsm8k_294,0,0,0,0,0
gsm8k,gsm8k_779,0,0,0,0,0
gsm8k,gsm8k_46,0,0,0,0,0
gsm8k,gsm8k_1290,0,0,0,0,0
gsm8k,gsm8k_1218,0,0,0,0,0
gsm8k,gsm8k_1003,0,0,0,0,0
gsm8k,gsm8k_950,0,0,0,0,0
gsm8k,gsm8k_221,0,0,0,0,0
gsm8k,gsm8k_605,0,0,0,0,0
gsm8k,gsm8k_1076,0,0,0,0,0
gsm8k,gsm8k_803,0,0,0,0,0
gsm8k,gsm8k_494,0,0,0,1,0
gsm8k,gsm8k_252,0,0,0,0,0
gsm8k,gsm8k_857,0,0,0,0,0
gsm8k,gsm8k_256,0,0,0,0,0
gsm8k,gsm8k_1045,0,0,0,0,0
gsm8k,gsm8k_1256,0,0,0,0,0
gsm8k,gsm8k_1254,0,0,0,0,0
gsm8k,gsm8k_239,0,0,0,0,0
gsm8k,gsm8k_733,0,0,0,0,0
gsm8k,gsm8k_700,0,0,0,0,0
gsm8k,gsm8k_381,0,0,0,0,0
gsm8k,gsm8k_822,0,0,0,0,0
gsm8k,gsm8k_386,0,0,0,0,0
gsm8k,gsm8k_157,0,0,0,0,0
gsm8k,gsm8k_84,1,1,0,0,0
gsm8k,gsm8k_1174,0,0,0,0,0
gsm8k,gsm8k_376,0,0,0,0,0
gsm8k,gsm8k_72,0,0,0,0,0
gsm8k,gsm8k_1106,0,0,0,0,0
gsm8k,gsm8k_960,0,0,0,0,0
gsm8k,gsm8k_331,0,0,0,0,0
gsm8k,gsm8k_419,0,0,0,0,0
gsm8k,gsm8k_1283,0,0,0,0,0
gsm8k,gsm8k_1006,0,0,0,0,0
gsm8k,gsm8k_1181,0,0,0,0,0
gsm8k,gsm8k_101,0,0,0,0,0
gsm8k,gsm8k_1027,0,0,0,0,0
gsm8k,gsm8k_893,0,0,0,0,0
gsm8k,gsm8k_401,0,0,0,0,0
gsm8k,gsm8k_659,0,0,0,0,0
gsm8k,gsm8k_1058,1,1,0,0,0
gsm8k,gsm8k_708,0,0,0,0,0
gsm8k,gsm8k_935,0,0,0,0,0
gsm8k,gsm8k_508,0,0,0,0,0
gsm8k,gsm8k_1095,0,0,0,0,0
gsm8k,gsm8k_482,0,0,0,0,0
gsm8k,gsm8k_361,0,0,0,0,0
gsm8k,gsm8k_147,0,0,0,0,0
gsm8k,gsm8k_1041,0,0,0,0,0
gsm8k,gsm8k_16,0,0,0,0,0
gsm8k,gsm8k_624,0,0,0,0,0
gsm8k,gsm8k_711,0,0,0,0,0
gsm8k,gsm8k_304,0,0,0,0,0
gsm8k,gsm8k_513,0,0,0,0,0
gsm8k,gsm8k_1228,0,0,0,0,0
gsm8k,gsm8k_1282,0,0,0,0,0
gsm8k,gsm8k_1001,0,0,0,0,0
gsm8k,gsm8k_396,0,0,0,0,0
gsm8k,gsm8k_38,0,0,0,0,0
gsm8k,gsm8k_560,0,0,0,0,0
gsm8k,gsm8k_1028,0,0,0,0,0
gsm8k,gsm8k_122,0,0,0,0,0
gsm8k,gsm8k_80,0,0,0,0,0
gsm8k,gsm8k_739,0,0,0,0,0
gsm8k,gsm8k_1169,0,0,0,0,0
gsm8k,gsm8k_1017,0,0,0,0,0
gsm8k,gsm8k_912,0,0,0,0,0
gsm8k,gsm8k_320,0,0,0,0,0
gsm8k,gsm8k_991,0,0,0,0,0
gsm8k,gsm8k_557,0,0,0,0,0
gsm8k,gsm8k_50,0,0,0,0,0
gsm8k,gsm8k_1227,0,0,0,0,0
gsm8k,gsm8k_872,0,0,0,0,0
gsm8k,gsm8k_1081,0,0,0,0,0
gsm8k,gsm8k_755,0,0,0,0,0
gsm8k,gsm8k_1009,0,0,0,0,0
gsm8k,gsm8k_715,0,0,0,0,0
gsm8k,gsm8k_762,0,0,0,0,0
gsm8k,gsm8k_697,1,1,0,0,0
gsm8k,gsm8k_937,0,0,0,0,0
gsm8k,gsm8k_883,0,0,0,0,0
gsm8k,gsm8k_820,0,0,0,0,0
gsm8k,gsm8k_831,0,0,0,0,0
gsm8k,gsm8k_959,0,0,0,0,0
gsm8k,gsm8k_397,0,0,0,0,0
gsm8k,gsm8k_115,0,0,0,0,0
gsm8k,gsm8k_839,0,0,0,0,0
gsm8k,gsm8k_404,0,0,0,0,0
gsm8k,gsm8k_483,0,0,0,0,0
gsm8k,gsm8k_310,0,0,0,0,0
gsm8k,gsm8k_213,1,1,0,0,0
gsm8k,gsm8k_880,0,0,0,0,0
gsm8k,gsm8k_1021,0,0,0,0,0
gsm8k,gsm8k_60,0,0,0,0,0
gsm8k,gsm8k_809,0,0,0,0,0
gsm8k,gsm8k_1131,0,0,0,0,0
gsm8k,gsm8k_155,0,0,0,0,0
gsm8k,gsm8k_979,0,0,0,0,0
gsm8k,gsm8k_786,0,0,0,0,0
gsm8k,gsm8k_76,0,0,0,0,0
gsm8k,gsm8k_1065,0,0,0,0,0
gsm8k,gsm8k_719,0,0,0,0,0
gsm8k,gsm8k_975,0,0,0,0,0
gsm8k,gsm8k_1051,0,0,0,0,0
gsm8k,gsm8k_295,0,0,0,0,0
gsm8k,gsm8k_37,0,0,0,0,0
gsm8k,gsm8k_459,0,0,0,0,0
gsm8k,gsm8k_205,0,1,1,0,0
gsm8k,gsm8k_33,0,0,0,0,0
gsm8k,gsm8k_420,0,0,0,0,0
gsm8k,gsm8k_58,0,0,0,0,0
gsm8k,gsm8k_603,0,0,0,0,0
gsm8k,gsm8k_816,0,0,0,0,0
gsm8k,gsm8k_602,0,0,0,0,0
gsm8k,gsm8k_665,0,0,0,0,0
gsm8k,gsm8k_1159,0,0,0,0,0
gsm8k,gsm8k_174,0,0,0,0,0
gsm8k,gsm8k_654,0,0,0,0,0
gsm8k,gsm8k_1042,0,0,0,0,0
gsm8k,gsm8k_690,0,0,0,0,0
gsm8k,gsm8k_1121,0,0,0,0,0
gsm8k,gsm8k_782,0,0,0,0,0
gsm8k,gsm8k_662,0,0,0,0,0
gsm8k,gsm8k_860,0,0,0,0,0
gsm8k,gsm8k_963,0,0,0,0,0
gsm8k,gsm8k_1120,0,0,0,0,0
gsm8k,gsm8k_385,0,0,0,0,0
gsm8k,gsm8k_842,0,0,0,0,0
gsm8k,gsm8k_1289,0,0,0,0,0
gsm8k,gsm8k_1087,0,0,0,0,0
gsm8k,gsm8k_1015,0,0,0,0,0
gsm8k,gsm8k_149,0,0,0,0,0
gsm8k,gsm8k_699,0,0,0,0,0
gsm8k,gsm8k_1084,1,1,0,0,0
gsm8k,gsm8k_1192,0,0,0,0,0
gsm8k,gsm8k_1046,0,0,0,0,0
gsm8k,gsm8k_1123,0,0,0,0,0
gsm8k,gsm8k_903,0,0,0,0,0
gsm8k,gsm8k_913,0,0,0,0,0
gsm8k,gsm8k_7,0,0,0,0,0
gsm8k,gsm8k_716,0,0,0,0,0
gsm8k,gsm8k_91,0,0,0,0,0
gsm8k,gsm8k_184,0,0,0,0,0
gsm8k,gsm8k_1050,0,0,0,0,0
gsm8k,gsm8k_1053,0,0,0,0,0
gsm8k,gsm8k_99,0,0,0,0,0
gsm8k,gsm8k_426,0,0,0,0,0
gsm8k,gsm8k_1162,0,0,0,0,0
gsm8k,gsm8k_144,0,0,0,0,0
gsm8k,gsm8k_660,0,0,0,0,0
gsm8k,gsm8k_951,1,1,0,0,0
gsm8k,gsm8k_1276,0,0,0,0,0
gsm8k,gsm8k_520,0,0,0,0,0
gsm8k,gsm8k_1066,0,0,0,0,0
gsm8k,gsm8k_684,0,0,0,0,0
gsm8k,gsm8k_825,0,0,0,0,0
gsm8k,gsm8k_933,0,0,0,0,0
gsm8k,gsm8k_1077,0,0,0,0,0
gsm8k,gsm8k_568,0,0,0,0,0
gsm8k,gsm8k_962,0,0,0,0,0
gsm8k,gsm8k_1216,0,0,0,0,0
gsm8k,gsm8k_390,0,0,0,0,0
gsm8k,gsm8k_732,0,0,0,0,0
gsm8k,gsm8k_554,0,0,0,0,0
gsm8k,gsm8k_1047,0,0,0,0,0
gsm8k,gsm8k_503,0,0,0,0,0
